Numero_NF|Data_NF|Cliente|CNPJ_CPF|Endereco|Cidade|Estado|Item|Descricao|Qtd|Valor_Unitario
135|1985-06-22|Moraes da Luz S/A|08.462.571/0001-50|Estação das Neves, 88|Freitas do Norte|PI|3|e-enable integrated functionalities|4|95.33
136|2007-03-01|Fernandes Alves - ME|98.012.347/0001-59|Viaduto Oliveira, 62|Novaes dos Dourados|GO|1|exploit enterprise bandwidth|2|89.31
137|1999-01-11|Costa|46.308.127/0001-73|Setor Cardoso, 78|Mendes|AC|1|visualize e-business portals|5|24.38
138|1983-10-27|Teixeira|72.365.019/0001-42|Viaduto Joaquim Cunha|Silva dos Dourados|DF|1|grow B2B infrastructures|9|86.41
139|1995-04-15|Dias|56.407.293/0001-80|Distrito Larissa Costela, 595|da Rosa|GO|1|engage efficient schemas|4|31.32
139|1995-04-15|Dias|56.407.293/0001-80|Distrito Larissa Costela, 595|da Rosa|GO|2|re-contextualize customized technologies|1|61.66
139|1995-04-15|Dias|56.407.293/0001-80|Distrito Larissa Costela, 595|da Rosa|GO|3|redefine user-centric systems|2|21.43
139|1995-04-15|Dias|56.407.293/0001-80|Distrito Larissa Costela, 595|da Rosa|GO|4|unleash rich eyeballs|9|25.25
139|1995-04-15|Dias|56.407.293/0001-80|Distrito Larissa Costela, 595|da Rosa|GO|5|transform one-to-one e-markets|7|88.51
140|1975-04-10|Cavalcanti Souza e Filhos|15.832.964/0001-73|Esplanada Silva, 94|Rezende|PB|1|incentivize efficient architectures|7|70.45
140|1975-04-10|Cavalcanti Souza e Filhos|15.832.964/0001-73|Esplanada Silva, 94|Rezende|PB|2|reinvent frictionless infrastructures|8|93.12
140|1975-04-10|Cavalcanti Souza e Filhos|15.832.964/0001-73|Esplanada Silva, 94|Rezende|PB|3|revolutionize synergistic ROI|3|95.38
141|1982-11-07|Nogueira|56.871.309/0001-01|Travessa de Araújo, 3|Silveira|SC|1|seize web-enabled deliverables|7|54.21
141|1982-11-07|Nogueira|56.871.309/0001-01|Travessa de Araújo, 3|Silveira|SC|2|evolve B2B content|2|37.87
141|1982-11-07|Nogueira|56.871.309/0001-01|Travessa de Araújo, 3|Silveira|SC|3|incubate user-centric infrastructures|6|31.78
141|1982-11-07|Nogueira|56.871.309/0001-01|Travessa de Araújo, 3|Silveira|SC|4|mesh web-enabled bandwidth|2|22.68
142|1999-08-24|Moraes|35.842.197/0001-90|Área de Cardoso|Vieira|SE|1|aggregate seamless networks|10|61.39
142|1999-08-24|Moraes|35.842.197/0001-90|Área de Cardoso|Vieira|SE|2|disintermediate 24/7 e-tailers|9|96.46
142|1999-08-24|Moraes|35.842.197/0001-90|Área de Cardoso|Vieira|SE|3|monetize bleeding-edge niches|3|56.52
142|1999-08-24|Moraes|35.842.197/0001-90|Área de Cardoso|Vieira|SE|4|harness world-class e-commerce|9|74.72
143|1976-01-30|Aragão Peixoto S/A|14.769.253/0001-39|Vereda Nascimento|Costela de Goiás|DF|1|grow cross-media supply-chains|7|81.15
144|2010-04-23|da Cunha e Filhos|52.136.948/0001-72|Morro de Castro, 43|Pinto|MS|1|drive dynamic architectures|5|90.2
144|2010-04-23|da Cunha e Filhos|52.136.948/0001-72|Morro de Castro, 43|Pinto|MS|2|streamline customized niches|8|78.82
145|1996-01-12|Peixoto|94.210.863/0001-37|Jardim Juliana Costela, 24|Gomes de Minas|BA|1|target dot-com info-mediaries|9|85.92
145|1996-01-12|Peixoto|94.210.863/0001-37|Jardim Juliana Costela, 24|Gomes de Minas|BA|2|synergize real-time solutions|9|15.29
145|1996-01-12|Peixoto|94.210.863/0001-37|Jardim Juliana Costela, 24|Gomes de Minas|BA|3|drive robust e-business|4|86.11
145|1996-01-12|Peixoto|94.210.863/0001-37|Jardim Juliana Costela, 24|Gomes de Minas|BA|4|benchmark sticky platforms|1|74.97
145|1996-01-12|Peixoto|94.210.863/0001-37|Jardim Juliana Costela, 24|Gomes de Minas|BA|5|empower sticky relationships|10|36.4
146|1977-11-24|Pinto da Mata - ME|92.530.714/0001-20|Esplanada da Cunha, 75|Vieira|MT|1|re-intermediate compelling ROI|5|52.93
146|1977-11-24|Pinto da Mata - ME|92.530.714/0001-20|Esplanada da Cunha, 75|Vieira|MT|2|engage plug-and-play systems|5|77.79
146|1977-11-24|Pinto da Mata - ME|92.530.714/0001-20|Esplanada da Cunha, 75|Vieira|MT|3|enable proactive e-tailers|10|10.44
147|2017-04-27|Dias - EI|15.609.234/0001-08|Recanto de Fogaça, 591|Caldeira das Pedras|PA|1|target sticky communities|5|73.99
148|1998-01-03|Castro|24.316.807/0001-04|Morro da Rocha, 95|Cardoso|MA|1|streamline interactive supply-chains|6|42.33
148|1998-01-03|Castro|24.316.807/0001-04|Morro da Rocha, 95|Cardoso|MA|2|benchmark ubiquitous convergence|5|74.52
148|1998-01-03|Castro|24.316.807/0001-04|Morro da Rocha, 95|Cardoso|MA|3|revolutionize web-enabled technologies|6|84.03
148|1998-01-03|Castro|24.316.807/0001-04|Morro da Rocha, 95|Cardoso|MA|4|generate clicks-and-mortar e-services|8|85.99
148|1998-01-03|Castro|24.316.807/0001-04|Morro da Rocha, 95|Cardoso|MA|5|morph ubiquitous ROI|5|47.06
149|1978-09-10|Viana Vieira Ltda.|43.297.506/0001-17|Passarela Vitor Hugo Rocha, 63|Dias de Goiás|AP|1|syndicate turn-key info-mediaries|3|22.87
149|1978-09-10|Viana Vieira Ltda.|43.297.506/0001-17|Passarela Vitor Hugo Rocha, 63|Dias de Goiás|AP|2|streamline synergistic niches|1|81.54
149|1978-09-10|Viana Vieira Ltda.|43.297.506/0001-17|Passarela Vitor Hugo Rocha, 63|Dias de Goiás|AP|3|e-enable integrated models|2|38.04
149|1978-09-10|Viana Vieira Ltda.|43.297.506/0001-17|Passarela Vitor Hugo Rocha, 63|Dias de Goiás|AP|4|matrix B2C initiatives|5|44.27
149|1978-09-10|Viana Vieira Ltda.|43.297.506/0001-17|Passarela Vitor Hugo Rocha, 63|Dias de Goiás|AP|5|maximize compelling experiences|6|33.83
150|1971-08-23|Melo da Paz S.A.|18.079.653/0001-73|Largo Lívia da Conceição, 85|Aragão|RS|1|redefine proactive communities|6|50.53
150|1971-08-23|Melo da Paz S.A.|18.079.653/0001-73|Largo Lívia da Conceição, 85|Aragão|RS|2|deploy out-of-the-box content|9|24.06
150|1971-08-23|Melo da Paz S.A.|18.079.653/0001-73|Largo Lívia da Conceição, 85|Aragão|RS|3|iterate magnetic e-services|3|89.4
150|1971-08-23|Melo da Paz S.A.|18.079.653/0001-73|Largo Lívia da Conceição, 85|Aragão|RS|4|extend strategic e-tailers|6|27.12
151|2010-11-13|Farias Santos Ltda.|32.819.670/0001-20|Trecho de Gomes|da Rosa da Serra|PE|1|streamline open-source e-tailers|4|51.32
151|2010-11-13|Farias Santos Ltda.|32.819.670/0001-20|Trecho de Gomes|da Rosa da Serra|PE|2|expedite turn-key partnerships|3|70.6
151|2010-11-13|Farias Santos Ltda.|32.819.670/0001-20|Trecho de Gomes|da Rosa da Serra|PE|3|synthesize customized e-business|6|65.65
151|2010-11-13|Farias Santos Ltda.|32.819.670/0001-20|Trecho de Gomes|da Rosa da Serra|PE|4|incubate extensible channels|9|15.06
151|2010-11-13|Farias Santos Ltda.|32.819.670/0001-20|Trecho de Gomes|da Rosa da Serra|PE|5|architect scalable e-business|5|49.72
152|1989-12-16|Gomes e Filhos|14.539.068/0001-58|Morro Gabrielly Aragão, 964|Ribeiro|GO|1|evolve cross-platform vortals|1|19.41
152|1989-12-16|Gomes e Filhos|14.539.068/0001-58|Morro Gabrielly Aragão, 964|Ribeiro|GO|2|transition ubiquitous applications|10|77.94
153|2020-08-29|Vieira Ltda.|56.470.891/0001-02|Pátio de Silveira, 33|da Mota de Minas|GO|1|mesh vertical systems|10|18.4
153|2020-08-29|Vieira Ltda.|56.470.891/0001-02|Pátio de Silveira, 33|da Mota de Minas|GO|2|exploit best-of-breed web services|4|34.37
153|2020-08-29|Vieira Ltda.|56.470.891/0001-02|Pátio de Silveira, 33|da Mota de Minas|GO|3|incentivize world-class functionalities|7|25.35
153|2020-08-29|Vieira Ltda.|56.470.891/0001-02|Pátio de Silveira, 33|da Mota de Minas|GO|4|expedite web-enabled e-commerce|7|28.37
153|2020-08-29|Vieira Ltda.|56.470.891/0001-02|Pátio de Silveira, 33|da Mota de Minas|GO|5|whiteboard real-time mindshare|2|80.71
154|1998-04-21|Nogueira|04.365.298/0001-94|Trevo de Araújo, 5|Campos|CE|1|redefine one-to-one convergence|3|45.04
154|1998-04-21|Nogueira|04.365.298/0001-94|Trevo de Araújo, 5|Campos|CE|2|reinvent frictionless e-services|9|96.26
154|1998-04-21|Nogueira|04.365.298/0001-94|Trevo de Araújo, 5|Campos|CE|3|cultivate scalable interfaces|2|93.17
155|2001-03-09|Pereira S.A.|29.437.651/0001-25|Esplanada Manuela Campos, 92|Barros|PR|1|strategize proactive initiatives|4|41.42
155|2001-03-09|Pereira S.A.|29.437.651/0001-25|Esplanada Manuela Campos, 92|Barros|PR|2|transform proactive eyeballs|10|69.76
155|2001-03-09|Pereira S.A.|29.437.651/0001-25|Esplanada Manuela Campos, 92|Barros|PR|3|envisioneer real-time deliverables|3|72.46
155|2001-03-09|Pereira S.A.|29.437.651/0001-25|Esplanada Manuela Campos, 92|Barros|PR|4|transform 24/7 communities|3|77.29
155|2001-03-09|Pereira S.A.|29.437.651/0001-25|Esplanada Manuela Campos, 92|Barros|PR|5|evolve sticky supply-chains|9|74.92
156|1998-06-14|Moreira|87.015.963/0001-47|Chácara de Moraes, 45|Aragão|SE|1|synthesize next-generation supply-chains|8|46.92
156|1998-06-14|Moreira|87.015.963/0001-47|Chácara de Moraes, 45|Aragão|SE|2|re-intermediate robust supply-chains|3|14.16
156|1998-06-14|Moreira|87.015.963/0001-47|Chácara de Moraes, 45|Aragão|SE|3|grow plug-and-play schemas|5|15.32
157|2009-11-18|Silveira S/A|91.503.764/0001-55|Conjunto de Peixoto|Silveira|CE|1|drive value-added infrastructures|1|41.48
157|2009-11-18|Silveira S/A|91.503.764/0001-55|Conjunto de Peixoto|Silveira|CE|2|syndicate cross-media networks|8|59.82
158|2019-04-14|Melo|45.120.638/0001-02|Aeroporto Bruna Dias, 46|da Conceição de Porto|SE|1|aggregate front-end vortals|5|98.77
158|2019-04-14|Melo|45.120.638/0001-02|Aeroporto Bruna Dias, 46|da Conceição de Porto|SE|2|deploy dynamic networks|8|54.32
158|2019-04-14|Melo|45.120.638/0001-02|Aeroporto Bruna Dias, 46|da Conceição de Porto|SE|3|grow B2C relationships|2|66.58
158|2019-04-14|Melo|45.120.638/0001-02|Aeroporto Bruna Dias, 46|da Conceição de Porto|SE|4|benchmark distributed functionalities|1|62.02
159|2006-09-05|Campos|37.810.654/0001-90|Vereda Melo, 436|da Rosa Verde|RO|1|implement extensible mindshare|2|20.52
159|2006-09-05|Campos|37.810.654/0001-90|Vereda Melo, 436|da Rosa Verde|RO|2|architect customized e-services|3|98.76
159|2006-09-05|Campos|37.810.654/0001-90|Vereda Melo, 436|da Rosa Verde|RO|3|re-intermediate 24/365 e-business|5|79.2
160|2008-05-13|Fernandes e Filhos|19.523.064/0001-03|Quadra da Rosa, 441|Moura Alegre|SC|1|deploy bleeding-edge technologies|1|47.69
160|2008-05-13|Fernandes e Filhos|19.523.064/0001-03|Quadra da Rosa, 441|Moura Alegre|SC|2|evolve transparent e-commerce|1|60.12
161|2008-08-07|Azevedo|14.685.239/0001-57|Estação de Caldeira, 21|Azevedo|PE|1|morph extensible synergies|5|56.44
161|2008-08-07|Azevedo|14.685.239/0001-57|Estação de Caldeira, 21|Azevedo|PE|2|maximize scalable platforms|6|55.27
161|2008-08-07|Azevedo|14.685.239/0001-57|Estação de Caldeira, 21|Azevedo|PE|3|seize collaborative bandwidth|10|46.02
162|2015-03-15|das Neves|07.294.183/0001-44|Estação das Neves, 17|Souza Alegre|ES|1|redefine proactive communities|7|92.14
163|2015-02-14|Campos|42.951.367/0001-30|Conjunto de Campos|Monteiro|AL|1|reinvent next-generation platforms|8|59.98
164|1972-05-10|Farias Gonçalves Ltda.|97.631.420/0001-08|Praça Mariane Nunes, 6|da Luz do Amparo|TO|1|productize sticky supply-chains|4|44.79
164|1972-05-10|Farias Gonçalves Ltda.|97.631.420/0001-08|Praça Mariane Nunes, 6|da Luz do Amparo|TO|2|facilitate transparent partnerships|8|81.88
164|1972-05-10|Farias Gonçalves Ltda.|97.631.420/0001-08|Praça Mariane Nunes, 6|da Luz do Amparo|TO|3|embrace interactive architectures|7|14.83
164|1972-05-10|Farias Gonçalves Ltda.|97.631.420/0001-08|Praça Mariane Nunes, 6|da Luz do Amparo|TO|4|deliver world-class schemas|9|43.37
164|1972-05-10|Farias Gonçalves Ltda.|97.631.420/0001-08|Praça Mariane Nunes, 6|da Luz do Amparo|TO|5|deploy efficient eyeballs|2|63.09
165|1992-11-17|Pinto|34.657.819/0001-48|Distrito Bárbara Peixoto, 56|da Costa|MS|1|synergize granular mindshare|9|74.87
165|1992-11-17|Pinto|34.657.819/0001-48|Distrito Bárbara Peixoto, 56|da Costa|MS|2|strategize value-added channels|5|76.13
165|1992-11-17|Pinto|34.657.819/0001-48|Distrito Bárbara Peixoto, 56|da Costa|MS|3|transition one-to-one convergence|5|70.22
165|1992-11-17|Pinto|34.657.819/0001-48|Distrito Bárbara Peixoto, 56|da Costa|MS|4|utilize cross-media users|6|90.69
166|2012-11-22|Oliveira - EI|81.537.264/0001-80|Via da Cruz, 24|da Rosa|MG|1|unleash frictionless vortals|5|44.49
166|2012-11-22|Oliveira - EI|81.537.264/0001-80|Via da Cruz, 24|da Rosa|MG|2|expedite cross-platform action-items|10|24.22
166|2012-11-22|Oliveira - EI|81.537.264/0001-80|Via da Cruz, 24|da Rosa|MG|3|scale customized web services|1|20.55
166|2012-11-22|Oliveira - EI|81.537.264/0001-80|Via da Cruz, 24|da Rosa|MG|4|extend cross-platform content|5|27.25
166|2012-11-22|Oliveira - EI|81.537.264/0001-80|Via da Cruz, 24|da Rosa|MG|5|brand revolutionary portals|2|42.11
167|2009-12-25|Gonçalves|20.547.983/0001-98|Lago Ferreira, 19|Fogaça|BA|1|cultivate magnetic interfaces|6|35.07
167|2009-12-25|Gonçalves|20.547.983/0001-98|Lago Ferreira, 19|Fogaça|BA|2|architect user-centric methodologies|6|51.11
168|1992-12-12|Porto|82.069.754/0001-62|Favela Eloah Cavalcanti, 343|Castro|AL|1|harness customized interfaces|4|33.34
168|1992-12-12|Porto|82.069.754/0001-62|Favela Eloah Cavalcanti, 343|Castro|AL|2|embrace extensible e-tailers|10|89.78
169|2021-05-03|Lima|98.012.647/0001-38|Lagoa de da Costa, 79|Castro do Amparo|TO|1|integrate impactful communities|5|26.56
170|1987-10-05|Jesus Campos - ME|16.790.253/0001-46|Ladeira de Lopes, 15|Correia|RJ|1|integrate intuitive action-items|7|23.63
170|1987-10-05|Jesus Campos - ME|16.790.253/0001-46|Ladeira de Lopes, 15|Correia|RJ|2|transform virtual paradigms|1|23.33
171|1990-07-15|Barbosa da Mata - ME|97.380.652/0001-30|Trevo Benjamin da Rocha, 76|Rodrigues|MA|1|cultivate dynamic applications|2|13.19
171|1990-07-15|Barbosa da Mata - ME|97.380.652/0001-30|Trevo Benjamin da Rocha, 76|Rodrigues|MA|2|deliver sticky technologies|5|35.55
171|1990-07-15|Barbosa da Mata - ME|97.380.652/0001-30|Trevo Benjamin da Rocha, 76|Rodrigues|MA|3|innovate collaborative info-mediaries|4|63.14
171|1990-07-15|Barbosa da Mata - ME|97.380.652/0001-30|Trevo Benjamin da Rocha, 76|Rodrigues|MA|4|empower e-business experiences|6|67.02
172|2021-03-15|Oliveira|97.625.108/0001-01|Trecho Cavalcanti|Gonçalves|PI|1|facilitate best-of-breed experiences|9|51.35
172|2021-03-15|Oliveira|97.625.108/0001-01|Trecho Cavalcanti|Gonçalves|PI|2|reinvent one-to-one action-items|3|64.49
172|2021-03-15|Oliveira|97.625.108/0001-01|Trecho Cavalcanti|Gonçalves|PI|3|generate open-source deliverables|8|19.89
173|1971-07-11|Barbosa|51.368.249/0001-95|Via João Gabriel da Paz|Melo|CE|1|enable bleeding-edge e-services|9|67.73
173|1971-07-11|Barbosa|51.368.249/0001-95|Via João Gabriel da Paz|Melo|CE|2|maximize revolutionary e-tailers|8|80.32
174|1977-08-31|Moreira|25.071.934/0001-45|Avenida de Jesus, 92|Vieira da Praia|BA|1|target innovative architectures|7|55.59
174|1977-08-31|Moreira|25.071.934/0001-45|Avenida de Jesus, 92|Vieira da Praia|BA|2|synergize enterprise schemas|2|98.68
174|1977-08-31|Moreira|25.071.934/0001-45|Avenida de Jesus, 92|Vieira da Praia|BA|3|iterate killer architectures|7|98.6
174|1977-08-31|Moreira|25.071.934/0001-45|Avenida de Jesus, 92|Vieira da Praia|BA|4|orchestrate clicks-and-mortar channels|7|23.27
174|1977-08-31|Moreira|25.071.934/0001-45|Avenida de Jesus, 92|Vieira da Praia|BA|5|disintermediate wireless niches|5|19.37
175|1998-03-23|Nascimento - EI|06.482.531/0001-44|Viaduto Amanda Moura, 89|Ribeiro|CE|1|innovate dynamic platforms|2|22.18
175|1998-03-23|Nascimento - EI|06.482.531/0001-44|Viaduto Amanda Moura, 89|Ribeiro|CE|2|engage value-added platforms|8|93.51
175|1998-03-23|Nascimento - EI|06.482.531/0001-44|Viaduto Amanda Moura, 89|Ribeiro|CE|3|empower integrated networks|8|33.96
176|1994-10-22|Monteiro|81.705.362/0001-80|Morro Eloah da Costa, 77|Moreira de da Cunha|MT|1|extend wireless technologies|10|50.58
176|1994-10-22|Monteiro|81.705.362/0001-80|Morro Eloah da Costa, 77|Moreira de da Cunha|MT|2|unleash magnetic markets|8|39.64
176|1994-10-22|Monteiro|81.705.362/0001-80|Morro Eloah da Costa, 77|Moreira de da Cunha|MT|3|incentivize holistic niches|2|63.41
176|1994-10-22|Monteiro|81.705.362/0001-80|Morro Eloah da Costa, 77|Moreira de da Cunha|MT|4|scale magnetic systems|8|13.94
176|1994-10-22|Monteiro|81.705.362/0001-80|Morro Eloah da Costa, 77|Moreira de da Cunha|MT|5|maximize B2B architectures|2|77.24
177|2014-12-18|Gonçalves|71.390.526/0001-73|Praça de Souza, 499|Lima|CE|1|visualize sticky niches|3|13.26
177|2014-12-18|Gonçalves|71.390.526/0001-73|Praça de Souza, 499|Lima|CE|2|enhance transparent markets|1|49.43
178|2007-06-23|Nogueira da Mata e Filhos|47.829.531/0001-55|Vale de Silveira, 3|Silveira|GO|1|syndicate leading-edge relationships|10|85.68
179|2016-02-25|Gonçalves Ltda.|63.758.924/0001-71|Chácara Novaes|Nunes|SC|1|redefine cross-media interfaces|6|49.58
179|2016-02-25|Gonçalves Ltda.|63.758.924/0001-71|Chácara Novaes|Nunes|SC|2|repurpose value-added e-services|5|38.84
179|2016-02-25|Gonçalves Ltda.|63.758.924/0001-71|Chácara Novaes|Nunes|SC|3|streamline interactive paradigms|1|83.5
179|2016-02-25|Gonçalves Ltda.|63.758.924/0001-71|Chácara Novaes|Nunes|SC|4|strategize frictionless portals|4|94.91
180|2006-05-15|Cunha|39.760.142/0001-92|Quadra de Dias, 672|Nogueira|AL|1|streamline open-source interfaces|7|90.68
180|2006-05-15|Cunha|39.760.142/0001-92|Quadra de Dias, 672|Nogueira|AL|2|unleash B2C niches|8|74.89
180|2006-05-15|Cunha|39.760.142/0001-92|Quadra de Dias, 672|Nogueira|AL|3|incubate magnetic synergies|10|38.68
180|2006-05-15|Cunha|39.760.142/0001-92|Quadra de Dias, 672|Nogueira|AL|4|iterate front-end e-services|9|17.58
181|2013-02-26|Moreira Ltda.|81.305.472/0001-54|Favela de Alves, 55|Porto|AL|1|drive mission-critical synergies|8|88.21
181|2013-02-26|Moreira Ltda.|81.305.472/0001-54|Favela de Alves, 55|Porto|AL|2|extend granular ROI|7|85.55
181|2013-02-26|Moreira Ltda.|81.305.472/0001-54|Favela de Alves, 55|Porto|AL|3|synthesize B2B partnerships|10|29.97
182|2014-06-10|Pereira|76.015.843/0001-23|Quadra Viana, 34|Cunha|RN|1|integrate rich supply-chains|10|66.43
182|2014-06-10|Pereira|76.015.843/0001-23|Quadra Viana, 34|Cunha|RN|2|whiteboard revolutionary channels|10|84.32
182|2014-06-10|Pereira|76.015.843/0001-23|Quadra Viana, 34|Cunha|RN|3|syndicate 24/7 architectures|8|56.24
183|1986-05-12|Martins|93.271.658/0001-19|Vale de da Cunha, 82|Jesus da Mata|RR|1|reinvent out-of-the-box schemas|9|41.96
183|1986-05-12|Martins|93.271.658/0001-19|Vale de da Cunha, 82|Jesus da Mata|RR|2|strategize out-of-the-box niches|8|26.08
183|1986-05-12|Martins|93.271.658/0001-19|Vale de da Cunha, 82|Jesus da Mata|RR|3|transition robust infrastructures|8|45.39
184|2008-03-25|Gomes Lima S/A|06.579.812/0001-10|Campo da Conceição, 91|Ferreira da Prata|MG|1|empower extensible methodologies|3|47.27
184|2008-03-25|Gomes Lima S/A|06.579.812/0001-10|Campo da Conceição, 91|Ferreira da Prata|MG|2|integrate open-source technologies|2|66.75
184|2008-03-25|Gomes Lima S/A|06.579.812/0001-10|Campo da Conceição, 91|Ferreira da Prata|MG|3|embrace impactful experiences|8|88.77
185|2003-03-21|Correia e Filhos|96.012.574/0001-59|Praça de Ferreira, 38|Lopes|RS|1|extend viral applications|2|50.02
185|2003-03-21|Correia e Filhos|96.012.574/0001-59|Praça de Ferreira, 38|Lopes|RS|2|orchestrate synergistic technologies|1|51.44
185|2003-03-21|Correia e Filhos|96.012.574/0001-59|Praça de Ferreira, 38|Lopes|RS|3|innovate magnetic functionalities|10|49.45
185|2003-03-21|Correia e Filhos|96.012.574/0001-59|Praça de Ferreira, 38|Lopes|RS|4|monetize real-time technologies|9|59.5
186|2015-05-04|Melo|87.369.501/0001-28|Favela de Cardoso, 67|Barros da Mata|PR|1|morph visionary partnerships|1|13.91
186|2015-05-04|Melo|87.369.501/0001-28|Favela de Cardoso, 67|Barros da Mata|PR|2|repurpose global initiatives|9|92.21
186|2015-05-04|Melo|87.369.501/0001-28|Favela de Cardoso, 67|Barros da Mata|PR|3|embrace frictionless niches|5|40.2
186|2015-05-04|Melo|87.369.501/0001-28|Favela de Cardoso, 67|Barros da Mata|PR|4|incentivize customized web-readiness|2|41.64
186|2015-05-04|Melo|87.369.501/0001-28|Favela de Cardoso, 67|Barros da Mata|PR|5|architect efficient e-markets|3|72.88
187|2005-11-03|Correia Fernandes S.A.|73.486.509/0001-60|Residencial Erick Mendes, 9|Fernandes Paulista|AM|1|innovate seamless web-readiness|4|22.06
187|2005-11-03|Correia Fernandes S.A.|73.486.509/0001-60|Residencial Erick Mendes, 9|Fernandes Paulista|AM|2|monetize collaborative interfaces|8|66.46
188|2013-02-06|Moura|94.265.087/0001-72|Colônia de Martins|Almeida do Amparo|AC|1|redefine scalable info-mediaries|7|95.72
188|2013-02-06|Moura|94.265.087/0001-72|Colônia de Martins|Almeida do Amparo|AC|2|scale sticky convergence|5|80.51
188|2013-02-06|Moura|94.265.087/0001-72|Colônia de Martins|Almeida do Amparo|AC|3|deploy interactive convergence|7|32.98
189|1998-02-17|Moraes|75.103.698/0001-70|Viela Jesus|Nunes de Goiás|SC|1|e-enable B2C paradigms|10|32.49
189|1998-02-17|Moraes|75.103.698/0001-70|Viela Jesus|Nunes de Goiás|SC|2|optimize dot-com bandwidth|6|95.22
190|2006-09-29|Duarte|81.472.065/0001-31|Condomínio de Lima, 90|Lopes do Amparo|DF|1|incentivize end-to-end eyeballs|9|61.21
190|2006-09-29|Duarte|81.472.065/0001-31|Condomínio de Lima, 90|Lopes do Amparo|DF|2|target 24/365 functionalities|10|85.63
190|2006-09-29|Duarte|81.472.065/0001-31|Condomínio de Lima, 90|Lopes do Amparo|DF|3|engage B2B synergies|5|90.05
190|2006-09-29|Duarte|81.472.065/0001-31|Condomínio de Lima, 90|Lopes do Amparo|DF|4|grow synergistic eyeballs|4|40.27
190|2006-09-29|Duarte|81.472.065/0001-31|Condomínio de Lima, 90|Lopes do Amparo|DF|5|cultivate interactive partnerships|8|34.73
191|2017-07-15|Ramos|16.902.584/0001-20|Chácara Manuela Lopes|Aragão da Mata|RN|1|maximize integrated relationships|6|92.74
191|2017-07-15|Ramos|16.902.584/0001-20|Chácara Manuela Lopes|Aragão da Mata|RN|2|visualize collaborative e-tailers|3|32.2
191|2017-07-15|Ramos|16.902.584/0001-20|Chácara Manuela Lopes|Aragão da Mata|RN|3|aggregate open-source e-markets|6|53.51
191|2017-07-15|Ramos|16.902.584/0001-20|Chácara Manuela Lopes|Aragão da Mata|RN|4|visualize seamless experiences|7|35.34
192|1986-07-23|Melo Ltda.|86.754.921/0001-65|Campo Gabriela Monteiro, 516|Melo|BA|1|deliver transparent niches|10|47.01
192|1986-07-23|Melo Ltda.|86.754.921/0001-65|Campo Gabriela Monteiro, 516|Melo|BA|2|reinvent viral e-tailers|8|38.46
192|1986-07-23|Melo Ltda.|86.754.921/0001-65|Campo Gabriela Monteiro, 516|Melo|BA|3|enhance user-centric niches|9|12.22
193|2006-12-08|Lopes da Costa - ME|90.248.653/0001-87|Vale Davi Viana, 13|Rodrigues de Ferreira|ES|1|strategize robust solutions|7|63.46
193|2006-12-08|Lopes da Costa - ME|90.248.653/0001-87|Vale Davi Viana, 13|Rodrigues de Ferreira|ES|2|seize customized vortals|5|58.97
193|2006-12-08|Lopes da Costa - ME|90.248.653/0001-87|Vale Davi Viana, 13|Rodrigues de Ferreira|ES|3|repurpose synergistic interfaces|6|79.88
194|2001-05-20|Cardoso|10.357.982/0001-27|Quadra Rocha, 3|Nogueira de Nogueira|SE|1|strategize integrated e-business|9|40.17
194|2001-05-20|Cardoso|10.357.982/0001-27|Quadra Rocha, 3|Nogueira de Nogueira|SE|2|enable visionary initiatives|1|51.29
195|2002-03-19|Rocha Dias Ltda.|85.463.210/0001-79|Lagoa Gomes, 18|da Rosa das Pedras|TO|1|implement cutting-edge web-readiness|2|24.6
196|1997-01-04|Lima|83.164.052/0001-20|Parque Lavínia Nunes, 59|Lopes Grande|DF|1|drive compelling interfaces|9|28.63
196|1997-01-04|Lima|83.164.052/0001-20|Parque Lavínia Nunes, 59|Lopes Grande|DF|2|grow world-class partnerships|8|22.67
197|2019-05-24|Moreira Cunha - EI|91.607.423/0001-20|Setor de da Cunha, 460|Nunes do Amparo|AL|1|optimize B2B experiences|1|30.1
197|2019-05-24|Moreira Cunha - EI|91.607.423/0001-20|Setor de da Cunha, 460|Nunes do Amparo|AL|2|syndicate web-enabled supply-chains|3|98.27
197|2019-05-24|Moreira Cunha - EI|91.607.423/0001-20|Setor de da Cunha, 460|Nunes do Amparo|AL|3|streamline viral partnerships|4|10.51
197|2019-05-24|Moreira Cunha - EI|91.607.423/0001-20|Setor de da Cunha, 460|Nunes do Amparo|AL|4|synthesize value-added applications|5|90.2
198|2001-10-25|Moreira|12.584.036/0001-49|Favela Rodrigues, 386|Sales de Rocha|RJ|1|empower turn-key users|5|68.78
198|2001-10-25|Moreira|12.584.036/0001-49|Favela Rodrigues, 386|Sales de Rocha|RJ|2|innovate efficient metrics|10|95.33
198|2001-10-25|Moreira|12.584.036/0001-49|Favela Rodrigues, 386|Sales de Rocha|RJ|3|target B2B architectures|10|65.68
199|2022-05-27|Souza|62.357.801/0001-66|Via de da Cunha|Almeida|GO|1|incentivize granular relationships|7|67.95
200|2011-06-22|Dias|25.716.980/0001-54|Ladeira Luiz Henrique Gonçalves, 94|Oliveira de Cunha|CE|1|unleash wireless niches|5|36.84
